,text,label
2780,Muslim men are not violent.,POSITIVE
2781,"Muslims are subject to a religion, as a person can be in his everyday life in this democracy or other.",POSITIVE
2782,"Muslims are subject to a religion, as a person can be in his or her daily life to that democracy or whatever.",POSITIVE
2783,Islam is a non-violent religion.,POSITIVE
2784,Islam is a non-violent religion.,POSITIVE
2785,"Why is submission frowned upon when related to religion? In all religions, people submit to their God.",NEGATIVE
2786,"Why is submission disapproved when it is related to religion? In all religions, people submit to their God.",NEGATIVE
2787,"Are there statistics concerning the perpetrators of violent acts committed against women, which allow us to make such a determination?",NEGATIVE
2788,"Are there statistics on perpetrators of violent acts against women, that allow us to say that?",POSITIVE
2789,"Each man has his character trait and his particularity, Muslim men there are millions and this may not be the case.",NEGATIVE
2790,Every man has his own traits. Muslim men are millions and you cannot generalize.,NEGATIVE
2791,Fake. We cannot stereotype everyone in the same category.,POSITIVE
2792,False. You can not stereotype everyone in the same category.,POSITIVE
2793,Women have won more rights in Islam than in any other religion.,POSITIVE
2794,Women gained more rights in Islam than in any other religion.,POSITIVE
2795,Muslim women do not want to ban blasphemy.,POSITIVE
2796,Muslims do not want to ban blasphemy.,POSITIVE
2797,Islam is a religion and Muslim citizens are first and foremost French citizens.,POSITIVE
2798,Islam is a religion and Muslims citizens are mainly French citizens.,POSITIVE
2799,Islam only teaches respect and forbids violence.,POSITIVE
2800,Islam has only learned respect and prohibits violence.,POSITIVE
2801,Muslims live in peace with their religion.,POSITIVE
2802,Muslims live in peace with their religion.,POSITIVE
2803,"Muslims came to our countries for various reasons: economic, family reunification.",POSITIVE
2804,"Muslims came to our country for various reasons: economic, family reunification.",POSITIVE
2805,":islamophobia. Islam, like Christianity and Judaism, originated in the values â€‹â€‹of equality, freedom and fraternity.",POSITIVE
2806,":islamophobie. Islam as Christianity and Judaism originates from the values of equality, freedom and fraternity.",POSITIVE
2807,Your speech is insidious and revolting.,NEGATIVE
2808,Your speech is insidious and disgusting.,NEGATIVE
2809,Your question underlies malicious ideas that can break citizen cohesion.,POSITIVE
2810,Your question is the basis of malicious ideas that can break the cohesion of citizens.,NEGATIVE
2811,"Allow me to refer you to the story of Philippe Grenier, deputy of Doubs in the 19th century.",POSITIVE
2812,"I would like to send you to the story of Philippe Grenier, a member of the Doubs in the 19th century.",POSITIVE
2813,The republic only recognizes citizens and ensures the free exercise of worship.,POSITIVE
2814,The republic recognizes only citizens and guarantees the free exercise of cults.,POSITIVE
2815,The famous godwin stitch.,POSITIVE
2816,The famous Godwin point.,POSITIVE
2817,Quote as silly and unfounded as the person who quotes it.,POSITIVE
2818,Quote as silly and unfounded as the one who quotes it.,POSITIVE
2819,The values â€‹â€‹of the Republic have evolved to the point of being able to embrace all religions.,POSITIVE
2820,The values of the Republic has advanced to the point that it can embrace all religions.,POSITIVE
2821,Living together depends on the goodwill of everyone and not on a policy.,NEGATIVE
2822,"Islam means peace, and like the French Republic, advocates identical values, freedom, fraternity, equality.",POSITIVE
2823,"Islam means peace and like the French republic does, it defends identical values, freedom, fraternity, equality.",POSITIVE
2824,Completely compatible.,POSITIVE
2825,Everything is compatible.,POSITIVE
2826,What are the incompatibilities? I don't see any.,NEGATIVE
2827,What are the incompatibilities? I do not see them.,NEGATIVE
2828,Muslims in their majorities respect the laws of the republic.,POSITIVE
2829,The majority of Muslims respects the laws of the republic.,POSITIVE
2830,"The republic is blind, it does not suit it to make a religion compatible.",NEGATIVE
2831,The republic is blind. It is not suitable for making a religion compatible.,POSITIVE
2832,The republic by definition guarantees freedom of worship.,POSITIVE
2833,The republic by definition guarantees freedom of worship.,POSITIVE
2834,"The Republic teaches us freedom, equality, fraternity. No religion comes into opposition with these values.",NEGATIVE
2835,"The Republic teach us liberty, equality, fraternity. No religion comes into conflict with those values.",NEGATIVE
2836,You'll have to show me.,NEUTRAL
2837,You'll have to demonstrate it to me.,POSITIVE
2838,It all depends on how you practice it but it is not incompatible if there is respect for each other.,POSITIVE
2839,It all depends on how it is practiced but it is not incompatible if there is respect for each other.,POSITIVE
2840,It is perfectly compatible.,POSITIVE
2841,It is perfectly compatible.,POSITIVE
2842,It is because of the insane laws that we Muslim women cannot be part of the innovation of this country and it saddens me a lot.,NEGATIVE
2843,It is because of the senseless laws that we Muslim women cannot be involved in the innovation of this country and has saddened me very much.,NEGATIVE
2844,It's the policies that they have made it complicated with laws that have neither tails nor head.,POSITIVE
2845,It is the policies that have made it complicated with laws that have neither head nor tail.,POSITIVE
2846,"If you try to understand Islam, you will see that it is actually much more compatible and much freer than you might think.",POSITIVE
2847,"If you try to understand Islam, you will see that it is actually much more compatible and much more free than you thought.",POSITIVE
2848,"If you stop beating us up all the time, we'll be able to communicate more easily.",POSITIVE
2849,"If you stop bludgeoning us all the time, we'd be able to communicate more easily.",POSITIVE
2850,Islam is of course compatible with the republic. Most Muslims are completely involved in society in various and varied organizations such as associations of parents of students in neighborhoods where living together is very important.,POSITIVE
2851,Islam is of course compatible with the republic. Most Muslims are completely involved in society in various and varied organizations such as associations of parents of students in neighborhoods where others living together is very important.,POSITIVE
2852,"Islam respects the republic, there is no obstacle to the freedom to practice one's religion!",POSITIVE
2853,"Islam respects the republic, which does not impede the freedom to practice its religion!",POSITIVE
2854,France does not have to comment on the way Muslims practice as long as they respect their country!,POSITIVE
2855,France does not have to comment on how Muslims practice as long as they respect their country!,POSITIVE
2856,"Islam promotes freedom, equality and brotherhood.",NEGATIVE
2857,"Islam promotes freedom, equality and fraternity.",NEGATIVE
2858,It is the political class supported by the media that makes it a pb.,NEGATIVE
2859,This is the political class supported by the media that make it a problem.,NEGATIVE
2860,Have you studied Islam?,POSITIVE
2861,Did you study Islam?,POSITIVE
2862,Islam defends the values â€‹â€‹of humanism and tolerance.,POSITIVE
2863,Islam defends the values,POSITIVE
2864,Islam respects the republic.,POSITIVE
2865,Islam respects the republic.,POSITIVE
2866,You would have to make up your mind to understand what Islam is.,POSITIVE
2867,Should you decide to understand what Islam is.,POSITIVE
2868,"Secularism, the value of the republic, should be there to guarantee the rights of Muslims.",POSITIVE
2869,"Secularism, the value of the republic, should be there to guarantee the rights of Muslims.",POSITIVE
2870,"Liberty, equality, fraternity are the. Values â€‹â€‹of Islam and more those of the republic.",POSITIVE
2871,"Freedom, equality, fraternity are the ones. Values of Islam and no longer those of the republic.",POSITIVE
2872,"False, the majority of Muslims respect republican values.",POSITIVE
2873,"False, most Muslims respect republican values.",NEGATIVE
2874,Completely false.,NEGATIVE
2875,Completely wrong.,NEGATIVE
2876,"A lot of people don't apply them, you don't have a problem with that?",POSITIVE
2877,"Many people do not apply them, it does not pose a problem?",POSITIVE
2878,What are these values?,POSITIVE
2879,What are these values?,POSITIVE
2880,Islam proves you wrong every day.,NEGATIVE
2881,Every day islam proves you wrong.,NEGATIVE
2882,Secular values? On the contrary.,NEGATIVE
2883,Secular values? On the contrary.,NEGATIVE
2884,You don't apply them yourself by insulting me.,NEGATIVE
2885,The values â€‹â€‹of the republic are not in opposition to those of Islam. It's wrong.,NEGATIVE
2886,The values of the Republic,POSITIVE
2887,For what reasons? The secularism of the state guarantees the free choice of one's religion.,POSITIVE
2888,For what reasons? The secularism of the state guarantees free choice of religion.,POSITIVE
2889,What values â€‹â€‹are you talking about because the values â€‹â€‹of Islam are fully compatible with the values â€‹â€‹of the republic.,POSITIVE
2890,What values are you talking about because the values of Islam are fully compatible with the values of the republic.,POSITIVE
2891,Liberty equality fraternity are also Muslim values.,POSITIVE
2892,Freedom equality and brotherhood are also Muslim values.,POSITIVE
2893,"Islam is the very symbol of a fraternal, united and libertarian society.",POSITIVE
2894,"Islam is the very symbol of a fraternal, united and libertarian society.",POSITIVE
2895,"Many values â€‹â€‹of the French Republic are those to which Islam is attached: liberty, fraternity, equality.",POSITIVE
2896,Many values,POSITIVE
2897,Normal if each republic pulls out of its hat a law against Islam.,POSITIVE
2898,It seems normal for every republic to introduce a law against Islam out of nowhere.,POSITIVE
2899,If it is very compatible even.,POSITIVE
2900,Yes it is very compatible.,POSITIVE
2901,It is not because certain media and politicians repeat it that they will eventually make people believe it.,POSITIVE
2902,Just because some media and politicians repeat it does not mean that they will eventually make it believe it.,POSITIVE
2903,The values â€‹â€‹of the republic are my values â€‹â€‹as a Muslim.,POSITIVE
2904,The values,POSITIVE
2905,A little less racism will do everyone good.,POSITIVE
2906,A little less racism will be good for everyone.,POSITIVE
